Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
27,Male,Bachelor's Degree,Back end Developer,3,85000,USA,African American,0
46,Male,PhD,Project Engineer,14,180000,USA,African American,1
35,Male,Bachelor's Degree,Back end Developer,8,140000,USA,African American,0
29,Female,Master's Degree,Back end Developer,3,90000,USA,Hispanic,0
41,Male,PhD,Project Engineer,13,185000,USA,Asian,1
36,Male,Master's Degree,Back end Developer,8,140000,USA,African American,0
29,Male,Bachelor's Degree,Back end Developer,4,95000,USA,Asian,0
28,Female,Bachelor's Degree,Front end Developer,2,65000,USA,African American,0
39,Female,Master's Degree,Software Engineer Manager,12,160000,USA,African American,0
30,Male,Bachelor's Degree,Back end Developer,5,100000,USA,African American,0
46,Male,PhD,Project Engineer,15,180000,USA,Hispanic,1
49,Female,PhD,Project Engineer,17,195000,USA,White,1
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,USA,Hispanic,0
30,Male,Bachelor's Degree,Back end Developer,5,100000,USA,African American,0
46,Male,PhD,Project Engineer,15,180000,USA,Hispanic,1
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,USA,White,0
45,Male,PhD,Software Engineer Manager,16,185000,USA,Asian,0
45,Male,PhD,Software Engineer Manager,16,185000,USA,African American,0
25,Female,Bachelor's Degree,Front end Developer,1,55000,USA,Asian,0
46,Male,PhD,Project Engineer,15,180000,USA,African American,1
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,USA,Asian,0
30,Male,Bachelor's Degree,Back end Developer,5,100000,USA,Asian,0
25,Female,Bachelor's Degree,Front end Developer,1,55000,USA,African American,0
49,Female,PhD,Project Engineer,17,195000,USA,African American,1
28,Female,Bachelor's Degree,Front end Developer,2,65000,USA,African American,0
46,Male,PhD,Project Engineer,15,180000,USA,African American,1
42,Male,PhD,Software Engineer Manager,14,190000,USA,White,0
40,Female,Master's Degree,Software Engineer Manager,12,160000,USA,Hispanic,0
30,Male,Bachelor's Degree,Back end Developer,5,100000,USA,White,0
49,Male,PhD,Project Engineer,17,195000,USA,Asian,1
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,USA,Hispanic,0
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,USA,Hispanic,0
42,Male,Master's Degree,Software Engineer Manager,13,170000,USA,White,0
29,Female,Bachelor's Degree,Front end Developer,4,90000,USA,White,0
49,Male,PhD,Project Engineer,17,195000,USA,Asian,1
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,USA,Asian,0
27,Male,Bachelor's Degree,Front end Developer,2,65000,USA,White,0
42,Male,Master's Degree,Software Engineer Manager,13,170000,USA,African American,0
39,Female,Master's Degree,Software Engineer Manager,12,160000,USA,Asian,0
27,Male,Bachelor's Degree,Back end Developer,3,80000,USA,African American,0
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,African American,0
27,Male,Bachelor's Degree,Front end Developer,2,65000,USA,White,0
34,Male,Master's Degree,Back end Developer,8,140000,USA,Hispanic,0
30,Male,Bachelor's Degree,Back end Developer,5,100000,USA,Hispanic,0
42,Male,Master's Degree,Software Engineer Manager,13,170000,USA,Asian,0
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,African American,0
43,Female,PhD,Project Engineer,14,190000,USA,African American,1
34,Male,Master's Degree,Back end Developer,8,140000,USA,White,0
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,USA,Hispanic,0
50,Male,PhD,Project Engineer,19,200000,USA,White,1
46,Male,PhD,Software Engineer Manager,16,185000,USA,White,0
50,Male,PhD,Project Engineer,19,200000,USA,Hispanic,1
49,Male,PhD,Project Engineer,17,195000,USA,African American,1
34,Male,Master's Degree,Back end Developer,8,140000,USA,Asian,0
27,Male,Bachelor's Degree,Back end Developer,3,80000,USA,Hispanic,0
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,White,0
27,Male,Bachelor's Degree,Front end Developer,2,65000,USA,Hispanic,0
43,Female,PhD,Project Engineer,14,190000,USA,African American,1
45,Male,PhD,Project Engineer,16,185000,USA,White,1
29,Female,Bachelor's Degree,Front end Developer,4,90000,USA,Asian,0
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,African American,0
43,Female,PhD,Project Engineer,14,190000,USA,Asian,1
42,Male,Master's Degree,Software Engineer Manager,13,170000,USA,White,0
39,Female,Master's Degree,Software Engineer Manager,12,160000,USA,African American,0
27,Male,Bachelor's Degree,Back end Developer,3,80000,USA,Hispanic,0
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,African American,0
30,Female,Master's Degree,Front end Developer,5,105000,USA,African American,0
30,Male,Bachelor's Degree,Back end Developer,5,100000,USA,Asian,0
29,Female,Bachelor's Degree,Front end Developer,4,90000,USA,White,0
49,Male,PhD,Project Engineer,17,195000,USA,African American,1
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,USA,Hispanic,0
27,Male,Bachelor's Degree,Back end Developer,3,80000,USA,African American,0
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,USA,African American,0
27,Male,Bachelor's Degree,Front end Developer,2,65000,USA,African American,0
34,Male,Master's Degree,Back end Developer,8,140000,USA,African American,0
34,Male,Master's Degree,Back end Developer,8,140000,USA,Asian,0
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,USA,African American,0
43,Female,PhD,Project Engineer,14,190000,USA,African American,1
44,Female,PhD,Project Engineer,16,190000,USA,African American,1
37,Female,Bachelor's Degree,Software Engineer Manager,11,170000,USA,Asian,0
41,Male,Master's Degree,Software Engineer Manager,14,180000,USA,Asian,0
31,Female,Bachelor's Degree,Front end Developer,6,110000,USA,Asian,0
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,USA,Asian,0
46,Male,PhD,Software Engineer Manager,16,185000,USA,Hispanic,0
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,USA,Asian,0
30,Male,Bachelor's Degree,Back end Developer,5,100000,USA,Asian,0
29,Female,Bachelor's Degree,Front end Developer,4,90000,USA,Hispanic,0
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,Asian,0
34,Male,Master's Degree,Back end Developer,8,140000,USA,Hispanic,0
33,Male,Bachelor's Degree,Full Stack Engineer,7,130000,USA,White,0
48,Male,PhD,Software Engineer Manager,19,200000,USA,White,0
34,Male,Master's Degree,Front end Developer,9,150000,USA,Hispanic,0
49,Female,PhD,Project Engineer,19,210000,USA,Hispanic,1
37,Male,Master's Degree,Software Engineer Manager,10,150000,USA,African American,0
32,Female,Master's Degree,Full Stack Engineer,6,115000,USA,Asian,0
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,USA,Asian,0
49,Male,PhD,Project Engineer,17,195000,USA,Asian,1
46,Male,PhD,Software Engineer Manager,16,185000,USA,Hispanic,0
30,Male,Bachelor's Degree,Back end Developer,5,100000,USA,White,0
42,Male,Master's Degree,Software Engineer Manager,13,170000,USA,African American,0
27,Male,Bachelor's Degree,Front end Developer,2,65000,USA,African American,0
43,Female,PhD,Project Engineer,14,190000,USA,White,1
29,Female,Bachelor's Degree,Software Developer,3,65000,USA,White,0
38,Male,Bachelor's Degree,Data Scientist,10,150000,USA,African American,0
46,Female,PhD,Director of Data Science,20,220000,USA,White,0
35,Female,Master's Degree,Data Analyst,9,120000,USA,Hispanic,0
34,Male,Master's Degree,Data Scientist,9,140000,USA,White,0
23,Female,Bachelor's Degree,Software Engineer,1,50000,USA,Hispanic,0
41,Female,PhD,Director of Data Science,16,200000,USA,Hispanic,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,African American,0
26,Male,Bachelor's Degree,Software Developer,2,60000,USA,White,0
35,Female,Master's Degree,Data Analyst,9,120000,USA,White,0
23,Female,Bachelor's Degree,Software Engineer,1,50000,USA,White,0
41,Female,PhD,Director of Data Science,16,200000,USA,Hispanic,0
42,Male,Master's Degree,Product Manager,14,180000,USA,White,0
37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,African American,0
28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,Hispanic,0
26,Male,Bachelor's Degree,Software Developer,2,60000,USA,Hispanic,0
48,Male,PhD,Director of Data Science,18,210000,USA,White,0
24,Female,Bachelor's Degree,Software Developer,2,55000,USA,White,0
29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,Asian,0
34,Male,Master's Degree,Data Scientist,9,140000,USA,African American,0
24,Female,Bachelor's Degree,Software Developer,2,55000,USA,Hispanic,0
34,Male,Master's Degree,Data Scientist,9,140000,USA,African American,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Asian,0
27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,White,0
34,Male,Master's Degree,Data Scientist,9,140000,USA,African American,0
52,Male,PhD,Software Engineer Manager,23,161568,USA,White,0
26,Male,Bachelor's Degree,Back end Developer,3,75072,USA,Hispanic,0
35,Female,Master's Degree,Full Stack Engineer,10,152039,USA,Asian,0
34,Male,Master's Degree,Full Stack Engineer,12,160976,USA,African American,0
52,Male,Bachelor's Degree,Back end Developer,25,168287,USA,White,0
24,Female,Bachelor's Degree,Front end Developer,1,51265,USA,Asian,0
24,Male,Master's Degree,Back end Developer,0,55538,USA,Asian,0
44,Male,PhD,Software Engineer Manager,19,172955,USA,African American,0
40,Female,Master's Degree,Software Engineer,16,138032,USA,Hispanic,1
30,Male,Master's Degree,Front end Developer,8,107895,USA,White,0
27,Female,Master's Degree,Back end Developer,4,73938,USA,Asian,0
36,Male,Bachelor's Degree,Project Engineer,14,119224,USA,White,1
48,Male,PhD,Full Stack Engineer,23,181021,USA,White,0
38,Female,Master's Degree,Software Engineer,13,134858,USA,Hispanic,1
29,Female,Master's Degree,Software Engineer,6,132720,USA,African American,1
52,Male,PhD,Software Engineer Manager,23,161568,USA,Hispanic,0
41,Male,Master's Degree,Front end Developer,13,127346,USA,Asian,0
58,Male,Master's Degree,Software Engineer,27,190004,USA,White,1
28,Male,Master's Degree,Front end Developer,5,76742,USA,Asian,0
35,Female,Bachelor's Degree,Back end Developer,10,114776,USA,Asian,0
52,Male,Bachelor's Degree,Back end Developer,25,168287,USA,White,0
32,Male,Master's Degree,Project Engineer,11,128078,USA,Hispanic,1
24,Male,Master's Degree,Back end Developer,0,55538,USA,Hispanic,0
41,Female,PhD,Software Engineer Manager,13,138662,USA,Asian,0
22,Female,Highschool,Back end Developer,0,51832,USA,White,0
31,Female,Master's Degree,Full Stack Engineer,6,101186,USA,Asian,0
39,Male,Master's Degree,Software Engineer Manager,14,142360,USA,African American,0
41,Female,Bachelor's Degree,Project Engineer,20,151315,USA,White,1
32,Male,Bachelor's Degree,Software Engineer Manager,9,104661,USA,Hispanic,0
28,Male,Master's Degree,Full Stack Engineer,4,90452,USA,Hispanic,0
55,Female,PhD,Software Engineer Manager,30,183138,USA,African American,0
23,Female,Highschool,Back end Developer,2,62807,USA,African American,0
33,Female,Bachelor's Degree,Full Stack Engineer,9,133326,USA,Asian,0
50,Female,Master's Degree,Full Stack Engineer,25,192344,USA,White,0
52,Male,Master's Degree,Software Engineer,26,184816,USA,Hispanic,1
42,Female,Master's Degree,Full Stack Engineer,14,163558,USA,Hispanic,0
46,Male,Bachelor's Degree,Project Engineer,24,166828,USA,Asian,1
27,Male,Highschool,Back end Developer,4,79767,USA,African American,0
44,Female,PhD,Software Engineer Manager,18,161621,USA,Hispanic,0
32,Male,Master's Degree,Project Engineer,8,121454,USA,White,1
54,Male,Bachelor's Degree,Full Stack Engineer,25,179987,USA,White,0
48,Female,Master's Degree,Software Engineer,24,184006,USA,White,1
38,Male,Bachelor's Degree,Back end Developer,12,131960,USA,Asian,0
30,Female,Master's Degree,Full Stack Engineer,5,102465,USA,White,0
31,Female,Bachelor's Degree,Software Engineer,7,107718,USA,White,1
28,Female,Bachelor's Degree,Project Engineer,4,70022,USA,White,1
43,Female,Master's Degree,Software Engineer,19,152944,USA,African American,1
35,Male,Bachelor's Degree,Back end Developer,10,123386,USA,Hispanic,0
44,Male,Master's Degree,Full Stack Engineer,21,168906,USA,African American,0
23,Male,Highschool,Front end Developer,1,47898,USA,African American,0
39,Female,Master's Degree,Software Engineer,14,135853,USA,Hispanic,1
43,Male,Bachelor's Degree,Software Engineer,20,154281,USA,White,1
28,Male,Master's Degree,Software Engineer,6,108607,USA,Asian,1
49,Male,Bachelor's Degree,Back end Developer,24,178284,USA,Asian,0
46,Male,Bachelor's Degree,Software Engineer,22,174324,USA,African American,1
32,Female,Master's Degree,Full Stack Engineer,8,123781,USA,Hispanic,0
49,Male,Master's Degree,Full Stack Engineer,22,179045,USA,African American,0
31,Male,Bachelor's Degree,Front end Developer,7,103282,USA,White,0
33,Female,Master's Degree,Full Stack Engineer,11,129686,USA,White,0
54,Male,Bachelor's Degree,Full Stack Engineer,27,183417,USA,White,0
35,Female,Master's Degree,Software Engineer,9,140000,USA,African American,0
25,Male,Bachelor's Degree,Front End Developer,2,50000,USA,White,0
44,Male,PhD,Director of Data Science,18,210000,USA,Hispanic,0
36,Male,Master's Degree,Product Manager,10,160000,USA,African American,0
28,Female,Bachelor's Degree,Software Engineer,4,70000,USA,Hispanic,0
41,Male,PhD,Data Scientist,16,190000,USA,White,1
34,Female,Master's Degree,Data Scientist,9,140000,USA,Asian,0
25,Male,Master's Degree,Software Engineer,2,60000,USA,African American,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White,0
26,Male,Bachelor's Degree,Software Developer,2,60000,USA,Asian,0
35,Female,Master's Degree,Data Analyst,9,120000,USA,African American,0
34,Male,Master's Degree,Data Scientist,9,140000,USA,Hispanic,0
32,Male,Master's Degree,Product Manager,7,110000,USA,African American,0
24,Female,Bachelor's Degree,Software Developer,2,55000,USA,African American,0
36,Male,PhD,Data Scientist,12,170000,USA,Hispanic,1
25,Female,Master's Degree,Software Engineer,2,60000,USA,Asian,0
34,Male,Master's Degree,Data Analyst,8,100000,USA,Hispanic,0
36,Male,PhD,Data Scientist,12,170000,USA,White,1
26,Male,Bachelor's Degree,Software Developer,2,60000,USA,White,0
48,Male,PhD,Director of Data Science,18,210000,USA,White,0
37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,African American,0
34,Male,Master's Degree,Data Analyst,8,100000,USA,White,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Hispanic,0
23,Female,Bachelor's Degree,Software Engineer,1,50000,USA,Hispanic,0
25,Female,Master's Degree,Software Engineer,2,60000,USA,Hispanic,0
37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,White,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,African American,0
32,Male,Master's Degree,Product Manager,7,110000,USA,African American,0
37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,Asian,0
28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,African American,0
24,Female,Bachelor's Degree,Software Developer,2,55000,USA,African American,0
36,Male,PhD,Data Scientist,12,170000,USA,African American,1
29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,Hispanic,0
42,Male,Master's Degree,Product Manager,14,180000,USA,Hispanic,0
46,Male,Master's Degree,Software Engineer,20,174938,USA,Hispanic,1
26,Male,Master's Degree,Front end Developer,3,73640,USA,Asian,0
49,Male,Master's Degree,Software Engineer Manager,23,182392,USA,Hispanic,0
43,Male,Bachelor's Degree,Project Engineer,20,142421,USA,White,1
29,Male,Bachelor's Degree,Project Engineer,6,88552,USA,Asian,1
33,Female,Master's Degree,Front end Developer,9,119918,USA,Asian,0
38,Female,PhD,Software Engineer Manager,15,145052,USA,Asian,0
26,Male,Master's Degree,Full Stack Engineer,4,91062,USA,African American,0
32,Male,Master's Degree,Project Engineer,8,122354,USA,African American,1
54,Female,PhD,Software Engineer Manager,32,191510,USA,White,0
28,Female,Bachelor's Degree,Project Engineer,3,70397,USA,Hispanic,1
34,Male,Master's Degree,Software Engineer Manager,9,146075,USA,White,0
32,Male,Bachelor's Degree,Software Engineer,7,106218,USA,White,1
54,Male,Master's Degree,Full Stack Engineer,28,191239,USA,African American,0
36,Male,Master's Degree,Full Stack Engineer,13,146508,USA,Hispanic,0
26,Male,Master's Degree,Full Stack Engineer,3,70216,USA,White,0
30,Female,Master's Degree,Project Engineer,5,101733,USA,White,1
38,Male,Bachelor's Degree,Front end Developer,11,136062,USA,White,0
48,Female,Master's Degree,Software Engineer,23,185038,USA,Hispanic,1
52,Male,PhD,Software Engineer Manager,27,190596,USA,African American,0
31,Female,Bachelor's Degree,Software Engineer,6,104378,USA,Asian,1
24,Male,Bachelor's Degree,Back end Developer,1,55935,USA,Asian,0
45,Male,Master's Degree,Software Engineer,21,180367,USA,White,1
38,Male,Bachelor's Degree,Front end Developer,11,136062,USA,Hispanic,0
54,Female,PhD,Software Engineer Manager,32,191267,USA,White,0
44,Male,Master's Degree,Software Engineer,18,152168,USA,White,1
54,Male,Bachelor's Degree,Project Engineer,28,192292,USA,African American,1
46,Male,Master's Degree,Software Engineer,20,174938,USA,African American,1
33,Female,Bachelor's Degree,Full Stack Engineer,8,124071,USA,Hispanic,0
36,Male,Master's Degree,Full Stack Engineer,11,138859,USA,White,0
49,Male,Master's Degree,Software Engineer Manager,23,182392,USA,Asian,0
35,Female,Master's Degree,Full Stack Engineer,11,151078,USA,Asian,0
31,Male,Bachelor's Degree,Back end Developer,8,100679,USA,White,0
28,Male,Bachelor's Degree,Full Stack Engineer,4,77606,USA,White,0
24,Male,PhD,Software Engineer Manager,1,106686,USA,White,0
45,Female,Master's Degree,Software Engineer,23,174336,USA,Hispanic,1
42,Female,Master's Degree,Full Stack Engineer,14,163978,USA,Hispanic,0
50,Female,Bachelor's Degree,Project Engineer,25,177862,USA,African American,1
54,Male,Bachelor's Degree,Full Stack Engineer,25,179756,USA,African American,0
26,Female,Master's Degree,Front end Developer,3,73218,USA,Hispanic,0
23,Male,PhD,Software Engineer Manager,0,52612,USA,African American,0
24,Male,Bachelor's Degree,Back end Developer,2,64182,USA,Hispanic,0
28,Female,Bachelor's Degree,Project Engineer,3,70397,USA,Asian,1
26,Female,Master's Degree,Front end Developer,2,65840,USA,Asian,0
40,Male,Master's Degree,Software Engineer Manager,17,151670,USA,African American,0
31,Female,Bachelor's Degree,Software Engineer,6,104378,USA,African American,1
34,Male,Master's Degree,Software Engineer Manager,9,146075,USA,Hispanic,0
46,Female,Bachelor's Degree,Back end Developer,18,155795,USA,White,0
48,Female,Master's Degree,Software Engineer,23,185038,USA,White,1
40,Male,Master's Degree,Software Engineer Manager,17,151670,USA,African American,0
52,Male,PhD,Software Engineer Manager,27,190596,USA,African American,0
31,Female,Bachelor's Degree,Software Engineer,6,104378,USA,Asian,1
26,Male,Master's Degree,Full Stack Engineer,3,70216,USA,African American,0
30,Female,Master's Degree,Project Engineer,4,92438,USA,Hispanic,1
34,Male,Bachelor's Degree,Back end Developer,10,126520,USA,African American,0
55,Female,PhD,Software Engineer Manager,29,190543,USA,White,0
43,Female,PhD,Software Engineer Manager,19,156486,USA,African American,0
23,Female,Bachelor's Degree,Project Engineer,0,52831,USA,Asian,1
36,Female,Master's Degree,Software Engineer,13,140010,USA,Asian,1
46,Female,Bachelor's Degree,Back end Developer,19,150729,USA,Asian,0
29,Male,Bachelor's Degree,Project Engineer,6,88552,USA,Hispanic,1
33,Female,Master's Degree,Front end Developer,9,119918,USA,Asian,0
35,Male,Bachelor's Degree,Front end Developer,10,128999,USA,Asian,0
44,Female,PhD,Software Engineer Manager,18,162454,USA,African American,0
30,Female,Master's Degree,Full Stack Engineer,5,102828,USA,Hispanic,0
45,Male,Master's Degree,Software Engineer,22,182506,USA,African American,1
38,Male,Bachelor's Degree,Front end Developer,11,136662,USA,Hispanic,0
29,Female,Bachelor's Degree,Full Stack Engineer,6,91903,USA,Asian,0
38,Male,Master's Degree,Software Engineer,14,147708,USA,White,1
26,Male,Master's Degree,Full Stack Engineer,3,88678,USA,Asian,0
38,Male,Master's Degree,Software Engineer Manager,16,154990,USA,White,0
28,Female,Bachelor's Degree,Back end Developer,5,77766,USA,Hispanic,0
54,Male,PhD,Software Engineer Manager,28,182013,USA,African American,0
45,Female,Master's Degree,Software Engineer Manager,22,183530,USA,Asian,0
28,Male,Bachelor's Degree,Software Developer,1,50000,USA,White,0
33,Female,Master's Degree,Data Analyst,6,90000,USA,African American,0
29,Male,Bachelor's Degree,Front End Developer,3,70000,USA,African American,0
34,Male,Master's Degree,Data Analyst,8,100000,USA,Hispanic,0
36,Male,PhD,Director of Data Science,12,170000,USA,White,0
26,Male,Bachelor's Degree,Software Developer,2,60000,USA,African American,0
34,Male,Master's Degree,Data Analyst,8,100000,USA,African American,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,African American,0
26,Male,Bachelor's Degree,Software Developer,2,60000,USA,Asian,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Asian,0
35,Female,Master's Degree,Data Analyst,9,120000,USA,Hispanic,0
34,Male,Master's Degree,Data Scientist,9,140000,USA,Asian,0
41,Female,PhD,Director of Data Science,16,200000,USA,White,0
24,Female,Bachelor's Degree,Software Developer,2,55000,USA,White,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Asian,0
42,Male,Master's Degree,Product Manager,14,180000,USA,Asian,0
25,Female,Master's Degree,Software Engineer,2,60000,USA,African American,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White,0
42,Male,Master's Degree,Product Manager,14,180000,USA,White,0
26,Male,Bachelor's Degree,Software Developer,2,60000,USA,African American,0
35,Female,Master's Degree,Data Analyst,9,120000,USA,Asian,0
25,Female,Master's Degree,Software Engineer,2,60000,USA,White,0
48,Male,PhD,Director of Data Science,18,210000,USA,White,0
23,Female,Bachelor's Degree,Software Engineer,1,50000,USA,Hispanic,0
32,Male,Master's Degree,Product Manager,7,110000,USA,African American,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White,0
29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,African American,0
48,Male,PhD,Director of Data Science,18,210000,USA,White,0
30,Female,Bachelor's Degree,Software Engineer,4,80000,USA,Asian,0
42,Male,Master's Degree,Product Manager,14,180000,USA,Hispanic,0
26,Male,Bachelor's Degree,Software Developer,2,60000,USA,African American,0
27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,Asian,0
32,Male,Master's Degree,Product Manager,7,110000,USA,African American,0
27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,African American,0
28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,African American,0
