Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
34,Male,Master's Degree,Data Analyst,8,100000,USA,Asian,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White,0
48,Male,PhD,Director of Data Science,18,210000,USA,White,0
36,Male,PhD,Data Scientist,12,170000,USA,Asian,1
29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,Asian,0
35,Female,Master's Degree,Data Analyst,9,120000,USA,White,0
27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,Asian,0
34,Male,Master's Degree,Data Scientist,9,140000,USA,Hispanic,0
37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,African American,0
28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,Hispanic,0
34,Male,Master's Degree,Data Analyst,8,100000,USA,African American,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Hispanic,0
29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,Asian,0
25,Female,Master's Degree,Software Engineer,2,60000,USA,White,0
28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,Hispanic,0
41,Female,PhD,Director of Data Science,16,200000,USA,African American,0
42,Male,Master's Degree,Product Manager,14,180000,USA,White,0
32,Male,Master's Degree,Product Manager,7,110000,USA,Hispanic,0
37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,African American,0
34,Male,Master's Degree,Data Analyst,8,100000,USA,Hispanic,0
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,African American,0
42,Male,Master's Degree,Product Manager,14,180000,USA,White,0
35,Female,Master's Degree,Data Analyst,9,120000,USA,White,0
22,Female,Highschool,HR Generalist,0,40000,USA,Hispanic,0
24,Female,Bachelor's Degree,Web Developer,1,45000,USA,Hispanic,0
39,Female,PhD,Director of HR,13,130000,USA,Asian,0
32,Female,Master's Degree,HR Generalist,7,80000,USA,White,1
24,Female,Highschool,HR Generalist,1,32000,USA,Hispanic,0
45,Male,PhD,Human Resources Manager,12,120000,USA,Asian,1
29,Female,Master's Degree,Web Developer,4,65000,USA,White,0
27,Female,Master's Degree,Director of HR,5,80000,USA,White,0
26,Female,Bachelor's Degree,Web Developer,2,45000,USA,White,0
28,Male,Highschool,HR Generalist,1,32000,USA,Hispanic,0
30,Male,Master's Degree,Web Developer,4,65000,USA,White,0
26,Female,Highschool,HR Generalist,2,35000,USA,White,0
35,Male,Bachelor's Degree,Web Developer,6,80000,USA,White,0
39,Male,Master's Degree,HR Generalist,10,105000,USA,Asian,1
30,Male,Highschool,HR Generalist,1,32000,USA,Asian,0
25,Female,Master's Degree,HR Generalist,1,32000,USA,Asian,0
31,Male,Highschool,HR Generalist,2,35000,USA,African American,0
38,Male,Master's Degree,HR Generalist,8,95000,USA,Hispanic,1
36,Female,Master's Degree,Web Developer,7,85000,USA,African American,0
45,Male,PhD,Director of HR,14,140000,USA,African American,0
24,Female,Bachelor's Degree,Web Developer,1,40000,USA,Hispanic,0
30,Male,Highschool,HR Coordinator,2,33000,USA,Hispanic,0
25,Female,Master's Degree,HR Generalist,1,32000,USA,Hispanic,0
45,Male,PhD,Director of HR,14,140000,USA,White,0
38,Male,Master's Degree,HR Generalist,8,95000,USA,White,1
36,Female,Master's Degree,Web Developer,7,85000,USA,Asian,0
26,Female,Bachelor's Degree,Web Developer,2,45000,USA,White,0
34,Male,Bachelor's Degree,Web Developer,3,50000,USA,Asian,0
41,Male,Master's Degree,HR Generalist,11,115000,USA,Asian,1
40,Male,PhD,Director of HR,13,135000,USA,African American,0
23,Female,Bachelor's Degree,Web Developer,1,40000,USA,Asian,0
32,Female,Bachelor's Degree,Web Developer,2,45000,USA,African American,0
27,Female,Master's Degree,HR Generalist,4,70000,USA,Hispanic,1
42,Female,Master's Degree,Director of HR,13,135000,USA,Asian,0
34,Male,Bachelor's Degree,Web Developer,4,65000,USA,White,0
44,Female,PhD,Director of HR,14,140000,USA,Asian,0
42,Female,Master's Degree,Director of HR,12,120000,USA,African American,0
43,Female,PhD,Human Resources Manager,15,150000,USA,African American,1
25,Female,Master's Degree,HR Generalist,1,32000,USA,Hispanic,0
37,Male,PhD,Director of HR,11,115000,USA,White,0
39,Male,Master's Degree,HR Generalist,10,105000,USA,Asian,1
44,Female,PhD,Director of HR,13,135000,USA,African American,0
38,Male,Master's Degree,HR Generalist,8,95000,USA,White,1
28,Male,Bachelor's Degree,Web Developer,4,65000,USA,Hispanic,0
27,Female,Highschool,HR Generalist,1,32000,USA,Asian,0
42,Female,Master's Degree,Director of HR,12,120000,USA,African American,0
43,Female,PhD,Human Resources Manager,15,150000,USA,White,1
45,Male,PhD,Director of HR,14,140000,USA,White,0
29,Male,Master's Degree,Human Resources Manager,4,70000,USA,Hispanic,1
36,Female,Master's Degree,Web Developer,7,85000,USA,White,0
43,Female,PhD,Human Resources Manager,15,150000,USA,Hispanic,1
33,Male,Bachelor's Degree,Operations Manager,6,75000,USA,Hispanic,0
29,Female,Highschool,Sales Associate,1,30000,USA,African American,0
44,Male,PhD,Data Scientist,16,160000,USA,Hispanic,0
29,Female,Highschool,Sales Associate,1,30000,USA,African American,0
36,Female,Master's Degree,Marketing Coordinator,8,85000,USA,African American,0
25,Female,Bachelor's Degree,Software Developer,1,35000,USA,Asian,0
31,Male,Bachelor's Degree,Software Engineer,4,65000,USA,African American,0
26,Male,Bachelor's Degree,Software Developer,3,60000,USA,African American,0
42,Male,PhD,Data Scientist,13,140000,USA,African American,0
25,Female,Bachelor's Degree,Software Developer,1,35000,USA,Asian,0
31,Male,Bachelor's Degree,Operations Manager,5,70000,USA,African American,0
42,Male,PhD,Data Scientist,13,140000,USA,White,0
33,Male,Bachelor's Degree,Operations Manager,6,75000,USA,White,0
26,Male,Bachelor's Degree,Software Developer,3,60000,USA,African American,0
42,Male,PhD,Data Scientist,13,140000,USA,African American,0
44,Male,PhD,Data Scientist,15,150000,USA,Asian,0
41,Male,PhD,Data Scientist,12,130000,USA,White,0
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,USA,Hispanic,0
26,Female,Bachelor's Degree,Software Developer,1,35000,USA,Hispanic,0
39,Female,Master's Degree,Human Resources Manager,11,120000,USA,White,0
28,Female,Highschool,Sales Associate,1,30000,USA,Hispanic,0
30,Male,Bachelor's Degree,Operations Manager,5,70000,USA,Asian,0
26,Female,Master's Degree,Human Resources Coordinator,3,50000,USA,African American,0
38,Female,Master's Degree,Marketing Manager,10,110000,USA,White,0
39,Female,Master's Degree,Human Resources Manager,11,120000,USA,White,0
35,Female,Master's Degree,Marketing Coordinator,8,85000,USA,Asian,0
30,Male,Bachelor's Degree,Operations Manager,5,70000,USA,African American,0
41,Male,PhD,Data Scientist,13,140000,USA,Hispanic,0
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,USA,Asian,0
27,Male,Highschool,Sales Associate,2,35000,USA,African American,0
38,Female,Master's Degree,Marketing Manager,10,110000,USA,African American,0
39,Female,Master's Degree,Human Resources Manager,11,120000,USA,African American,0
26,Female,Master's Degree,Human Resources Coordinator,3,50000,USA,Asian,0
27,Male,Highschool,Sales Associate,2,35000,USA,White,0
38,Female,Master's Degree,Marketing Manager,10,110000,USA,African American,0
26,Female,Bachelor's Degree,Software Developer,1,35000,USA,Asian,0
32,Male,Bachelor's Degree,Operations Manager,6,75000,USA,Asian,0
26,Female,Master's Degree,Human Resources Coordinator,3,50000,USA,White,0
32,Male,Bachelor's Degree,Operations Manager,6,75000,USA,African American,0
32,Male,Bachelor's Degree,Operations Manager,6,75000,USA,Asian,0
28,Female,Highschool,Sales Associate,1,30000,USA,African American,0
22,Male,Highschool,Sales Associate,1,25000,USA,African American,0
25,Male,Highschool,Sales Associate,2,30000,USA,African American,0
36,Female,Master's Degree,Marketing Coordinator,9,100000,USA,Asian,0
31,Male,Bachelor's Degree,Operations Manager,6,75000,USA,Asian,0
27,Female,Master's Degree,Human Resources Coordinator,3,50000,USA,Hispanic,0
26,Male,Highschool,Sales Associate,2,30000,USA,White,0
28,Male,Bachelor's Degree,Software Developer,3,60000,USA,Hispanic,0
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,USA,Asian,0
39,Female,Master's Degree,Marketing Manager,11,120000,USA,Hispanic,0
25,Female,Bachelor's Degree,Software Developer,1,35000,USA,Hispanic,0
44,Male,PhD,Data Scientist,15,150000,USA,African American,0
36,Female,Master's Degree,Marketing Coordinator,9,100000,USA,White,0
42,Male,PhD,Data Scientist,14,140000,USA,White,0
39,Female,Master's Degree,Marketing Manager,11,120000,USA,White,0
33,Male,Bachelor's Degree,Operations Manager,7,85000,USA,White,0
44,Male,PhD,Data Scientist,15,150000,USA,Hispanic,0
27,Female,Master's Degree,Human Resources Coordinator,3,50000,USA,White,0
26,Male,Highschool,Sales Associate,2,30000,USA,African American,0
40,Female,Master's Degree,Human Resources Manager,12,130000,USA,White,0
29,Female,Highschool,Sales Associate,1,25000,USA,White,0
36,Female,Master's Degree,Marketing Coordinator,9,100000,USA,Asian,0
33,Male,Bachelor's Degree,Operations Manager,7,85000,USA,Asian,0
29,Female,Highschool,Sales Associate,1,25000,USA,African American,0
31,Male,Bachelor's Degree,Operations Manager,6,75000,USA,White,0
42,Male,PhD,Data Scientist,14,140000,USA,African American,0
39,Female,Master's Degree,Marketing Manager,11,120000,USA,African American,0
30,Male,Bachelor's Degree,Software Engineer,4,65000,USA,Asian,0
29,Female,Highschool,Sales Associate,1,25000,USA,White,0
44,Male,PhD,Data Scientist,15,150000,USA,African American,0
23,Male,Highschool,Sales Associate,1,25000,USA,Asian,0
32,Female,Master's Degree,Software Developer,7,90000,USA,African American,0
44,Male,Bachelor's Degree,Operations Manager,18,170000,USA,Hispanic,0
24,Male,Highschool,Sales Associate,1,25000,USA,Hispanic,0
26,Female,Bachelor's Degree,Software Developer,2,35000,USA,African American,0
43,Male,PhD,Data Scientist,16,160000,USA,White,0
28,Female,Master's Degree,Human Resources Coordinator,2,45000,USA,Asian,0
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,USA,Hispanic,0
26,Female,Bachelor's Degree,Software Developer,2,35000,USA,Asian,0
28,Female,Master's Degree,Human Resources Coordinator,2,45000,USA,Hispanic,0
40,Male,PhD,Data Scientist,15,150000,USA,Asian,0
41,Female,Master's Degree,Human Resources Manager,13,140000,USA,African American,0
36,Male,Bachelor's Degree,Operations Manager,9,110000,USA,African American,0
39,Female,Master's Degree,Marketing Coordinator,11,120000,USA,Hispanic,0
32,Male,Bachelor's Degree,Operations Manager,6,90000,USA,African American,0
32,Male,Bachelor's Degree,Operations Manager,6,90000,USA,White,0
28,Female,Master's Degree,Human Resources Coordinator,2,45000,USA,White,0
35,Female,Master's Degree,Marketing Manager,10,110000,USA,White,0
41,Female,Master's Degree,Human Resources Manager,13,140000,USA,Hispanic,0
36,Male,Bachelor's Degree,Operations Manager,9,110000,USA,Hispanic,0
28,Female,Highschool,Sales Associate,1,25000,USA,African American,0
40,Male,PhD,Data Scientist,15,150000,USA,African American,0
24,Male,Highschool,Sales Associate,1,25000,USA,Asian,0
35,Female,Master's Degree,Marketing Manager,10,110000,USA,Hispanic,0
29,Male,Bachelor's Degree,Software Engineer,4,70000,USA,Asian,0
49,Male,PhD,Data Scientist,22,220000,USA,Hispanic,0
41,Female,Master's Degree,Human Resources Manager,13,140000,USA,White,0
40,Male,PhD,Data Scientist,15,150000,USA,Hispanic,0
35,Female,Master's Degree,Marketing Manager,10,110000,USA,African American,0
28,Female,Master's Degree,Human Resources Coordinator,2,45000,USA,White,0
29,Male,Bachelor's Degree,Software Developer,5,80000,USA,Hispanic,0
43,Female,Master's Degree,Human Resources Manager,14,146000,USA,White,0
44,Male,PhD,Data Scientist,17,168000,USA,Asian,0
30,Male,Bachelor's Degree,Software Developer,6,85000,USA,Asian,0
36,Female,Master's Degree,Marketing Manager,11,117000,USA,Asian,0
30,Male,Bachelor's Degree,Software Engineer,5,75000,USA,African American,0
50,Male,PhD,Data Scientist,23,225000,USA,Hispanic,0
27,Female,Bachelor's Degree,Software Developer,2,36000,USA,Asian,0
30,Male,Bachelor's Degree,Software Developer,6,85000,USA,African American,0
33,Male,Bachelor's Degree,Operations Manager,7,96000,USA,Hispanic,0
36,Female,Master's Degree,Marketing Manager,11,117000,USA,Hispanic,0
37,Male,Bachelor's Degree,Operations Manager,10,113000,USA,White,0
44,Male,PhD,Data Scientist,17,168000,USA,White,0
23,Male,Highschool,Sales Associate,1,26000,USA,Hispanic,0
30,Male,Bachelor's Degree,Software Engineer,5,75000,USA,White,0
30,Male,Bachelor's Degree,Software Developer,6,85000,USA,White,0
43,Female,Master's Degree,Human Resources Manager,14,146000,USA,African American,0
23,Male,Highschool,Sales Associate,1,26000,USA,Hispanic,0
29,Female,Master's Degree,Human Resources Coordinator,3,49000,USA,Hispanic,0
43,Male,PhD,Data Scientist,16,162000,USA,Asian,0
36,Female,Master's Degree,Marketing Manager,11,117000,USA,African American,0
44,Male,PhD,Data Scientist,17,168000,USA,Hispanic,0
43,Male,PhD,Data Scientist,16,162000,USA,African American,0
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,USA,White,0
23,Male,Highschool,Sales Associate,1,26000,USA,Hispanic,0
36,Female,Master's Degree,Marketing Manager,11,117000,USA,White,0
43,Female,Master's Degree,Human Resources Manager,14,146000,USA,African American,0
29,Female,Highschool,Sales Associate,1,26000,USA,White,0
32,Female,Master's Degree,Software Developer,8,95000,USA,White,0
24,Male,Highschool,Sales Associate,1,26000,USA,White,0
30,Female,Highschool,Sales Associate,1,26000,USA,African American,0
31,Male,Bachelor's Degree,Software Developer,6,85000,USA,Hispanic,0
34,Male,Bachelor's Degree,Operations Manager,8,101000,USA,White,0
44,Male,PhD,Data Scientist,18,182000,USA,Asian,0
28,Female,Bachelor's Degree,Software Developer,2,36000,USA,Asian,0
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,Hispanic,0
41,Female,Master's Degree,Marketing Coordinator,13,131000,USA,Asian,0
34,Male,Bachelor's Degree,Operations Manager,8,101000,USA,African American,0
44,Male,PhD,Data Scientist,18,182000,USA,African American,0
28,Female,Bachelor's Degree,Software Developer,2,36000,USA,African American,0
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,African American,0
35,Female,Bachelor's Degree,Human Resources Manager,8,92000,USA,Asian,0
26,Male,Highschool,Sales Associate,1,26000,USA,White,0
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,African American,0
34,Male,Bachelor's Degree,Operations Manager,8,101000,USA,African American,0
29,Male,Bachelor's Degree,Software Engineer,4,71000,USA,White,0
51,Male,PhD,Data Scientist,24,240000,USA,White,0
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,Hispanic,0
45,Male,PhD,Data Scientist,19,190000,USA,Hispanic,0
34,Male,Bachelor's Degree,Operations Manager,8,101000,USA,African American,0
30,Female,Master's Degree,Human Resources Coordinator,3,49000,USA,Hispanic,0
29,Male,Bachelor's Degree,Software Engineer,4,71000,USA,Asian,0
45,Male,PhD,Data Scientist,19,190000,USA,Hispanic,0
42,Female,Master's Degree,Marketing Manager,16,137000,USA,Asian,0
29,Female,Bachelor's Degree,Human Resources Coordinator,2,45000,USA,White,0
33,Male,Highschool,Sales Associate,1,25000,USA,Hispanic,0
36,Female,Bachelor's Degree,Operations Manager,7,91000,USA,White,0
26,Male,Bachelor's Degree,Software Engineer,1,52000,USA,White,0
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000,USA,African American,0
28,Female,Bachelor's Degree,Software Developer,2,37000,USA,African American,0
35,Female,Master's Degree,Human Resources Manager,8,92000,USA,White,0
34,Male,Bachelor's Degree,Operations Manager,8,104000,USA,White,0
45,Male,Master's Degree,Marketing Manager,20,204000,USA,White,0
27,Female,Bachelor's Degree,Software Developer,3,61000,USA,Asian,0
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000,USA,Hispanic,0
30,Female,Bachelor's Degree,Marketing Coordinator,4,58000,USA,African American,0
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,African American,0
35,Female,Master's Degree,Human Resources Manager,8,92000,USA,Hispanic,0
34,Male,Bachelor's Degree,Operations Manager,8,104000,USA,Hispanic,0
27,Female,Bachelor's Degree,Software Developer,3,61000,USA,African American,0
35,Female,Master's Degree,Human Resources Manager,8,92000,USA,White,0
32,Female,Master's Degree,Marketing Manager,6,77000,USA,Asian,0
45,Male,Master's Degree,Marketing Manager,20,204000,USA,African American,0
45,Male,Master's Degree,Marketing Manager,20,204000,USA,White,0
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,Hispanic,0
27,Female,Bachelor's Degree,Software Developer,3,61000,USA,African American,0
48,Male,PhD,Data Scientist,22,219000,USA,Asian,0
32,Female,Master's Degree,Marketing Manager,6,77000,USA,African American,0
40,Female,PhD,Director of HR,13,125000,USA,White,0
34,Male,Bachelor's Degree,Web Developer,7,85000,USA,Asian,0
29,Male,Master's Degree,HR Generalist,4,70000,USA,Hispanic,1
30,Male,Bachelor's Degree,Web Developer,5,70000,USA,Asian,0
35,Male,PhD,Human Resources Manager,10,110000,USA,White,1
25,Male,Highschool,Web Developer,2,45000,USA,White,0
34,Male,PhD,Director of HR,9,95000,USA,White,0
26,Male,Bachelor's Degree,HR Coordinator,2,38000,USA,White,0
27,Female,Master's Degree,HR Generalist,2,42000,USA,African American,0
30,Male,Bachelor's Degree,Web Developer,4,65000,USA,Asian,0
26,Female,Bachelor's Degree,HR Generalist,2,42000,USA,African American,0
29,Male,Bachelor's Degree,Web Developer,3,60000,USA,Hispanic,0
40,Female,PhD,Director of HR,13,125000,USA,Asian,0
29,Male,Master's Degree,HR Generalist,4,70000,USA,Hispanic,1
24,Male,Bachelor's Degree,Web Developer,1,40000,USA,Asian,0
33,Female,Bachelor's Degree,HR Generalist,7,65000,USA,African American,0
34,Male,PhD,Director of HR,9,95000,USA,African American,0
42,Female,Master's Degree,Human Resources Manager,13,125000,USA,Asian,1
29,Female,Master's Degree,Web Developer,3,60000,USA,White,0
35,Male,PhD,Human Resources Manager,10,110000,USA,Hispanic,1
28,Male,Highschool,Web Developer,2,43000,USA,African American,0
31,Female,Bachelor's Degree,HR Coordinator,4,500,USA,Asian,0
27,Female,Bachelor's Degree,Software Engineer,1,45000,USA,White,0
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000,USA,African American,0
27,Male,Bachelor's Degree,Data Analyst,2,50000,USA,African American,0
33,Male,Master's Degree,Data Scientist,8,120000,USA,Asian,1
31,Male,Bachelor's Degree,Marketing Manager,5,70000,USA,White,0
32,Female,Master's Degree,Software Engineer,7,100000,USA,Asian,1
29,Female,Bachelor's Degree,Marketing Manager,3,55000,USA,Asian,0
26,Female,Bachelor's Degree,Software Engineer,1,45000,USA,Asian,0
27,Male,Bachelor's Degree,Data Analyst,2,50000,USA,Hispanic,0
35,Male,PhD,Research Scientist,10,130000,USA,African American,1
26,Female,Bachelor's Degree,Software Engineer,1,45000,USA,Asian,0
27,Male,Bachelor's Degree,Data Analyst,2,50000,USA,Hispanic,0
26,Female,Bachelor's Degree,Software Engineer,1,45000,USA,White,0
33,Male,Master's Degree,Data Scientist,8,120000,USA,Hispanic,1
27,Male,Bachelor's Degree,Data Analyst,2,50000,USA,African American,0
35,Male,PhD,Research Scientist,10,130000,USA,White,1
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000,USA,White,0
38,Female,PhD,Research Scientist,12,140000,USA,Hispanic,1
25,Male,Highschool,Sales Associate,1,30000,USA,White,0
29,Female,Bachelor's Degree,Marketing Manager,3,55000,USA,White,0
31,Male,Bachelor's Degree,Marketing Manager,5,70000,USA,Hispanic,0
25,Male,Highschool,Sales Associate,1,30000,USA,Hispanic,0
29,Female,Bachelor's Degree,Marketing Manager,3,55000,USA,Hispanic,0
35,Male,PhD,Research Scientist,10,130000,USA,African American,1
32,Female,Master's Degree,Software Engineer,7,100000,USA,African American,1
29,Female,Bachelor's Degree,Marketing Manager,3,55000,USA,Hispanic,0
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000,USA,African American,0
25,Male,Highschool,Sales Associate,1,30000,USA,White,0
29,Female,Bachelor's Degree,Marketing Manager,3,55000,USA,Asian,0
35,Male,PhD,Research Scientist,10,130000,USA,White,1
29,Female,Bachelor's Degree,Marketing Coordinator,3,55000,USA,Asian,0
38,Female,PhD,Research Scientist,12,140000,USA,White,1
32,Female,Master's Degree,Software Engineer,7,100000,USA,African American,1
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,USA,Asian,0
27,Female,Bachelor's Degree,Software Engineer,2,48000,USA,Asian,0
30,Female,Bachelor's Degree,Marketing Manager,4,57000,USA,White,0
26,Male,Highschool,Sales Associate,2,31000,USA,White,0
27,Female,Bachelor's Degree,Software Engineer,2,48000,USA,White,0
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,USA,Asian,0
39,Female,PhD,Research Scientist,13,145000,USA,Asian,1
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,USA,Asian,0
33,Female,Master's Degree,Software Engineer,8,105000,USA,African American,1
26,Male,Highschool,Sales Associate,2,31000,USA,Hispanic,0
33,Female,Master's Degree,Software Engineer,8,105000,USA,White,1
34,Male,Master's Degree,Data Scientist,9,125000,USA,White,1
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,USA,White,0
33,Female,Master's Degree,Software Engineer,8,105000,USA,Hispanic,1
28,Male,Bachelor's Degree,Data Analyst,3,52000,USA,Hispanic,0
30,Female,Bachelor's Degree,Marketing Coordinator,4,57000,USA,Hispanic,0
26,Male,Highschool,Sales Associate,2,31000,USA,Asian,0
39,Female,PhD,Research Scientist,13,145000,USA,African American,1
26,Male,Highschool,Sales Associate,2,31000,USA,Asian,0
28,Male,Bachelor's Degree,Data Analyst,3,52000,USA,Asian,0
30,Female,Bachelor's Degree,Marketing Manager,4,57000,USA,White,0
27,Female,Bachelor's Degree,Software Engineer,2,48000,USA,White,0
33,Female,Master's Degree,Software Engineer,8,105000,USA,African American,1
28,Male,Bachelor's Degree,Data Analyst,3,52000,USA,White,0
33,Male,PhD,Sales Director,10,155000,USA,Asian,0
25,Female,Bachelor's Degree,Marketing Manager,3,65000,USA,African American,0
28,Female,Master's Degree,Marketing Manager,7,110000,USA,White,0
31,Male,Bachelor's Degree,Sales Director,9,140000,USA,White,0
33,Male,PhD,Sales Director,10,155000,USA,Asian,0
21,Female,Highschool,Sales Representative,0,25000,USA,Asian,0
25,Female,Bachelor's Degree,Marketing Manager,3,65000,USA,Hispanic,0
31,Male,Bachelor's Degree,Sales Director,9,140000,USA,White,0
28,Female,Master's Degree,Marketing Manager,7,110000,USA,Hispanic,0
29,Male,Bachelor's Degree,Digital Marketing Manager,6,95000,USA,White,0
33,Male,PhD,Sales Director,10,155000,USA,White,0
21,Female,Highschool,Sales Representative,0,25000,USA,African American,0
31,Male,Bachelor's Degree,Sales Director,9,140000,USA,African American,0
21,Female,Highschool,Sales Representative,0,25000,USA,White,0
